id,cities_id,name,created_at,updated_at
84,2,San Isidro,12/03/2022,12/03/2022
85,2,San Marcelo,12/03/2022,12/03/2022
86,2,San Roque,12/03/2022,12/03/2022
87,2,San Vicente,12/03/2022,12/03/2022
88,2,Santo Niño,12/03/2022,12/03/2022
89,2,Saranay,12/03/2022,12/03/2022
90,2,Sinabbaran,12/03/2022,12/03/2022
91,2,Victory,12/03/2022,12/03/2022
92,2,Viga,12/03/2022,12/03/2022
93,2,Villa Domingo,12/03/2022,12/03/2022
94,3,Apiat,12/03/2022,12/03/2022
95,3,Bagnos,12/03/2022,12/03/2022
96,3,Bagong Tanza,12/03/2022,12/03/2022
97,3,Ballesteros,12/03/2022,12/03/2022
98,3,Bannagao,12/03/2022,12/03/2022
99,3,Bannawag,12/03/2022,12/03/2022
100,3,Bolinao,12/03/2022,12/03/2022
101,3,Santo Niño (Caipilan),12/03/2022,12/03/2022
102,3,Camarunggayan,12/03/2022,12/03/2022
103,3,Dalig-Kalinga,12/03/2022,12/03/2022
104,3,Diamantina,12/03/2022,12/03/2022
105,3,Divisoria,12/03/2022,12/03/2022
106,3,Esperanza East,12/03/2022,12/03/2022
107,3,Esperanza West,12/03/2022,12/03/2022
108,3,Kalabaza,12/03/2022,12/03/2022
109,3,Rizalina (Lapuz),12/03/2022,12/03/2022
110,3,Macatal,12/03/2022,12/03/2022
111,3,Malasin,12/03/2022,12/03/2022
112,3,Nampicuan,12/03/2022,12/03/2022
113,3,Villa Nuesa,12/03/2022,12/03/2022
114,3,Panecien,12/03/2022,12/03/2022
115,3,San Andres,12/03/2022,12/03/2022
116,3,San Jose (Poblacion),12/03/2022,12/03/2022
117,3,San Rafael,12/03/2022,12/03/2022
118,3,San Ramon,12/03/2022,12/03/2022
119,3,Santa Rita,12/03/2022,12/03/2022
120,3,Santa Rosa,12/03/2022,12/03/2022
121,3,Saranay,12/03/2022,12/03/2022
122,3,Sili,12/03/2022,12/03/2022
123,3,Victoria,12/03/2022,12/03/2022
124,3,Villa Fugu,12/03/2022,12/03/2022
125,3,San Juan (Poblacion),12/03/2022,12/03/2022
126,3,San Pedro-San Pablo (Poblacion),12/03/2022,12/03/2022
127,4,Andabuen,12/03/2022,12/03/2022
128,4,Ara,12/03/2022,12/03/2022
129,4,Binogtungan,12/03/2022,12/03/2022
130,4,Capuseran (Capurocan),12/03/2022,12/03/2022
131,4,Dagupan,12/03/2022,12/03/2022
132,4,Danipa,12/03/2022,12/03/2022
133,4,District II (Poblacion),12/03/2022,12/03/2022
134,4,Gomez,12/03/2022,12/03/2022
135,4,Guilingan,12/03/2022,12/03/2022
136,4,La Salette,12/03/2022,12/03/2022
137,4,Makindol,12/03/2022,12/03/2022
138,4,Maluno Norte,12/03/2022,12/03/2022
139,4,Maluno Sur,12/03/2022,12/03/2022
140,4,Nacalma,12/03/2022,12/03/2022
141,4,New Magsaysay,12/03/2022,12/03/2022
142,4,District I (Poblacion),12/03/2022,12/03/2022
143,4,Punit,12/03/2022,12/03/2022
144,4,San Carlos,12/03/2022,12/03/2022
145,4,San Francisco,12/03/2022,12/03/2022
146,4,Santa Cruz,12/03/2022,12/03/2022
147,4,Sevillana,12/03/2022,12/03/2022
148,4,Sinipit,12/03/2022,12/03/2022
149,4,Lucban,12/03/2022,12/03/2022
150,4,Villaluz,12/03/2022,12/03/2022
151,4,Yeban Norte,12/03/2022,12/03/2022
152,4,Yeban Sur,12/03/2022,12/03/2022
153,4,Santiago,12/03/2022,12/03/2022
154,4,Placer,12/03/2022,12/03/2022
155,4,Balliao,12/03/2022,12/03/2022
156,5,Bacnor East,12/03/2022,12/03/2022
157,5,Bacnor West,12/03/2022,12/03/2022
158,5,Caliguian (Poblacion),12/03/2022,12/03/2022
159,5,Catabban,12/03/2022,12/03/2022
160,5,Cullalabo del Norte,12/03/2022,12/03/2022
161,5,Cullalabo del Sur,12/03/2022,12/03/2022
162,5,Dalig,12/03/2022,12/03/2022
163,5,Malasin,12/03/2022,12/03/2022
164,5,Masigun East,12/03/2022,12/03/2022
165,5,Raniag,12/03/2022,12/03/2022
166,5,San Antonino,12/03/2022,12/03/2022
167,5,San Bonifacio,12/03/2022,12/03/2022
168,5,San Miguel,12/03/2022,12/03/2022
169,5,San Roque,12/03/2022,12/03/2022
170,6,Aggub,12/03/2022,12/03/2022
171,6,Anao,12/03/2022,12/03/2022
172,6,Angancasilian,12/03/2022,12/03/2022
173,6,Balasig,12/03/2022,12/03/2022
174,6,Cansan,12/03/2022,12/03/2022
175,6,Casibarag Norte,12/03/2022,12/03/2022
176,6,Casibarag Sur,12/03/2022,12/03/2022
177,6,Catabayungan,12/03/2022,12/03/2022
178,6,Centro (Poblacion),12/03/2022,12/03/2022
179,6,Cubag,12/03/2022,12/03/2022
180,6,Garita,12/03/2022,12/03/2022
181,6,Luquilu,12/03/2022,12/03/2022
182,6,Mabangug,12/03/2022,12/03/2022
183,6,Magassi,12/03/2022,12/03/2022
184,6,Masipi East,12/03/2022,12/03/2022
185,6,Masipi West (Magallones),12/03/2022,12/03/2022
186,6,Ngarag,12/03/2022,12/03/2022
187,6,Pilig Abajo,12/03/2022,12/03/2022
188,6,Pilig Alto,12/03/2022,12/03/2022
189,6,San Antonio (Candanum),12/03/2022,12/03/2022
190,6,San Bernardo,12/03/2022,12/03/2022
191,6,San Juan,12/03/2022,12/03/2022
192,6,Saui,12/03/2022,12/03/2022
193,6,Tallag,12/03/2022,12/03/2022
194,6,Ugad,12/03/2022,12/03/2022
195,6,Union,12/03/2022,12/03/2022
196,7,Centro (Poblacion),12/03/2022,12/03/2022
197,7,Del Pilar,12/03/2022,12/03/2022
198,7,Magdalena,12/03/2022,12/03/2022
199,7,Sampaloc,12/03/2022,12/03/2022
200,7,San Andres,12/03/2022,12/03/2022
201,7,Saranay,12/03/2022,12/03/2022
202,7,Calaocan,12/03/2022,12/03/2022
203,7,Canan,12/03/2022,12/03/2022
204,7,Culing Centro,12/03/2022,12/03/2022
205,7,Culing East,12/03/2022,12/03/2022
206,7,Culing West,12/03/2022,12/03/2022
207,7,Del Corpuz,12/03/2022,12/03/2022
208,7,Diamantina,12/03/2022,12/03/2022
209,7,La Paz,12/03/2022,12/03/2022
210,7,Luzon,12/03/2022,12/03/2022
211,7,Macalaoat,12/03/2022,12/03/2022
212,7,Magsaysay,12/03/2022,12/03/2022
213,7,Namnama,12/03/2022,12/03/2022
214,7,Nueva Era,12/03/2022,12/03/2022
215,7,Paraiso,12/03/2022,12/03/2022
216,7,Rang-ay,12/03/2022,12/03/2022
217,7,Tandul,12/03/2022,12/03/2022
218,8,Alicaocao,12/03/2022,12/03/2022
219,8,Amobocan,12/03/2022,12/03/2022
220,8,Andarayan,12/03/2022,12/03/2022
221,8,Bacolod,12/03/2022,12/03/2022
222,8,Baringin Norte,12/03/2022,12/03/2022
223,8,Baringin Sur,12/03/2022,12/03/2022
224,8,Buena Suerte,12/03/2022,12/03/2022
225,8,Bugallon,12/03/2022,12/03/2022
226,8,Buyon,12/03/2022,12/03/2022
227,8,Cabaruan,12/03/2022,12/03/2022
228,8,Cabugao,12/03/2022,12/03/2022
229,8,Carabatan Chica,12/03/2022,12/03/2022
230,8,Carabatan Grande,12/03/2022,12/03/2022
231,8,Carabatan Punta,12/03/2022,12/03/2022
232,8,Carabatan Bacareno,12/03/2022,12/03/2022
233,8,Casalatan,12/03/2022,12/03/2022
234,8,Cassap Fuera,12/03/2022,12/03/2022
235,8,Catalina,12/03/2022,12/03/2022
236,8,Culalabat,12/03/2022,12/03/2022
237,8,Dabburab,12/03/2022,12/03/2022
238,8,De Vera,12/03/2022,12/03/2022
239,8,Dianao,12/03/2022,12/03/2022
240,8,Dissimuray,12/03/2022,12/03/2022
241,8,District I (Poblacion),12/03/2022,12/03/2022
242,8,District II (Poblacion),12/03/2022,12/03/2022
243,8,District III (Poblacion),12/03/2022,12/03/2022
244,8,Duminit,12/03/2022,12/03/2022
245,8,Faustino (Sipay),12/03/2022,12/03/2022
246,8,Gagabutan,12/03/2022,12/03/2022
247,8,Gappal,12/03/2022,12/03/2022
248,8,Guayabal,12/03/2022,12/03/2022
249,8,Labinab,12/03/2022,12/03/2022
250,8,Linglingay,12/03/2022,12/03/2022
251,8,Mabantad,12/03/2022,12/03/2022
252,8,Maligaya,12/03/2022,12/03/2022
253,8,Manaoag,12/03/2022,12/03/2022
254,8,Marabulig I,12/03/2022,12/03/2022
255,8,Marabulig II,12/03/2022,12/03/2022
256,8,Minante I,12/03/2022,12/03/2022
257,8,Minante II,12/03/2022,12/03/2022
258,8,Nagcampegan,12/03/2022,12/03/2022
259,8,Naganacan,12/03/2022,12/03/2022
260,8,Nagrumbuan,12/03/2022,12/03/2022
261,8,Nungnungan I,12/03/2022,12/03/2022
262,8,Nungnungan II,12/03/2022,12/03/2022
263,8,Pinoma,12/03/2022,12/03/2022
264,8,Rizaluna,12/03/2022,12/03/2022
265,8,Rizal,12/03/2022,12/03/2022
266,8,Rogus,12/03/2022,12/03/2022
267,8,San Antonio,12/03/2022,12/03/2022
268,8,San Fermin (Poblacion),12/03/2022,12/03/2022
269,8,San Francisco,12/03/2022,12/03/2022
270,8,San Isidro,12/03/2022,12/03/2022
271,8,San Luis,12/03/2022,12/03/2022
272,8,San Pablo,12/03/2022,12/03/2022
273,8,Santa Luciana (Daburab 2),12/03/2022,12/03/2022
274,8,Santa Maria,12/03/2022,12/03/2022
275,8,Sillawit,12/03/2022,12/03/2022
276,8,Sinippil,12/03/2022,12/03/2022
277,8,Tagaran,12/03/2022,12/03/2022
278,8,Turayong,12/03/2022,12/03/2022
279,8,Union,12/03/2022,12/03/2022
280,8,Villa Luna,12/03/2022,12/03/2022
281,8,Villa Concepcion,12/03/2022,12/03/2022
282,8,Villaflor,12/03/2022,12/03/2022
283,9,Aggasian,12/03/2022,12/03/2022
284,9,Alibagu,12/03/2022,12/03/2022
285,9,Alinguigan 1st,12/03/2022,12/03/2022
286,9,Alinguigan 2nd,12/03/2022,12/03/2022
287,9,Alinguigan 3rd,12/03/2022,12/03/2022
288,9,Arusip,12/03/2022,12/03/2022
289,9,Baculod (Poblacion),12/03/2022,12/03/2022
290,9,Bagong Silang,12/03/2022,12/03/2022
291,9,Bagumbayan (Poblacion),12/03/2022,12/03/2022
292,9,Baligatan,12/03/2022,12/03/2022
293,9,Ballacong,12/03/2022,12/03/2022
294,9,Bangag,12/03/2022,12/03/2022
295,9,Batong-Labang,12/03/2022,12/03/2022
296,9,Bigao,12/03/2022,12/03/2022
297,9,Cabannungan 1st,12/03/2022,12/03/2022
298,9,Cabannungan 2nd,12/03/2022,12/03/2022
299,9,Cabesera 2 (Dappat),12/03/2022,12/03/2022
300,9,Cabesera 3 (San Fernando),12/03/2022,12/03/2022
301,9,Cabesera 4 (San Manuel),12/03/2022,12/03/2022
302,9,Cabesera 5 (Baribad),12/03/2022,12/03/2022
303,9,Cabesera 6 and 24 (Villa Marcos),12/03/2022,12/03/2022
304,9,Cabesera 7 (Nangalisan),12/03/2022,12/03/2022
305,9,Cabesera 9 and 11 (Capogotan),12/03/2022,12/03/2022
306,9,Cabesera 10 (Lapigui),12/03/2022,12/03/2022
307,9,Cabesera 14 and 16 (Casilagan),12/03/2022,12/03/2022
308,9,Cabesera 17 and 21 (San Rafael),12/03/2022,12/03/2022
309,9,Cabesera 19 (Villa Suerte),12/03/2022,12/03/2022
310,9,Cabesera 22 (Sablang),12/03/2022,12/03/2022
311,9,Cabesera 23 (San Francisco),12/03/2022,12/03/2022
312,9,Cabesera 25 (Santa Lucia),12/03/2022,12/03/2022
313,9,Cabesera 27 (Abuan),12/03/2022,12/03/2022
314,9,Cadu,12/03/2022,12/03/2022
315,9,Calamagui 1st,12/03/2022,12/03/2022
316,9,Calamagui 2nd,12/03/2022,12/03/2022
317,9,Camunatan,12/03/2022,12/03/2022
318,9,Capellan,12/03/2022,12/03/2022
319,9,Capo,12/03/2022,12/03/2022
320,9,Carikkikan Norte,12/03/2022,12/03/2022
321,9,Carikkikan Sur,12/03/2022,12/03/2022
322,9,Centro - San Antonio,12/03/2022,12/03/2022
323,9,Centro Poblacion,12/03/2022,12/03/2022
324,9,Fugu,12/03/2022,12/03/2022
325,9,Fuyo,12/03/2022,12/03/2022
326,9,Gayong-Gayong Norte,12/03/2022,12/03/2022
327,9,Gayong-Gayong Sur,12/03/2022,12/03/2022
328,9,Guinatan,12/03/2022,12/03/2022
329,9,Imelda Bliss Village,12/03/2022,12/03/2022
330,9,Lullutan,12/03/2022,12/03/2022
331,9,Malalam,12/03/2022,12/03/2022
332,9,Malasin (Angeles),12/03/2022,12/03/2022
333,9,Manaring,12/03/2022,12/03/2022
334,9,Mangcuram,12/03/2022,12/03/2022
335,9,Marana I,12/03/2022,12/03/2022
336,9,Marana II,12/03/2022,12/03/2022
337,9,Marana III,12/03/2022,12/03/2022
338,9,Minabang,12/03/2022,12/03/2022
339,9,Morado,12/03/2022,12/03/2022
340,9,Naguilian Norte,12/03/2022,12/03/2022
341,9,Naguilian Sur,12/03/2022,12/03/2022
342,9,Namnama,12/03/2022,12/03/2022
343,9,Nanaguan,12/03/2022,12/03/2022
344,9,Osmeña (Sinippil),12/03/2022,12/03/2022
345,9,Paliueg,12/03/2022,12/03/2022
346,9,Pasa,12/03/2022,12/03/2022
347,9,Pilar,12/03/2022,12/03/2022
348,9,Quimalabasa,12/03/2022,12/03/2022
349,9,Rang-ayan (Bintacan),12/03/2022,12/03/2022
350,9,Rugao,12/03/2022,12/03/2022
351,9,Salindingan,12/03/2022,12/03/2022
352,9,San Andres (Angarilla),12/03/2022,12/03/2022
353,9,San Felipe,12/03/2022,12/03/2022
354,9,San Ignacio (Canapi),12/03/2022,12/03/2022
355,9,San Isidro,12/03/2022,12/03/2022
356,9,San Juan,12/03/2022,12/03/2022
357,9,San Lorenzo,12/03/2022,12/03/2022
358,9,San Pablo,12/03/2022,12/03/2022
359,9,San Rodrigo,12/03/2022,12/03/2022
360,9,San Vicente (Poblacion),12/03/2022,12/03/2022
361,9,Santa Barbara (Poblacion),12/03/2022,12/03/2022
362,9,Santa Catalina,12/03/2022,12/03/2022
363,9,Santa Isabel Norte,12/03/2022,12/03/2022
364,9,Santa Isabel Sur,12/03/2022,12/03/2022
365,9,Santa Maria (Cabeseria 8),12/03/2022,12/03/2022
366,9,Santa Victoria,12/03/2022,12/03/2022
367,9,Santo Tomas,12/03/2022,12/03/2022
368,9,Siffu,12/03/2022,12/03/2022
369,9,Sindon Bayabo,12/03/2022,12/03/2022
370,9,Sindon Maride,12/03/2022,12/03/2022
371,9,Sipay,12/03/2022,12/03/2022
372,9,Tangcul,12/03/2022,12/03/2022
373,9,Villa Imelda (Maplas),12/03/2022,12/03/2022
374,10,Ambalatungan,12/03/2022,12/03/2022
375,10,Balintocatoc (Dariuk),12/03/2022,12/03/2022
376,10,Baluarte,12/03/2022,12/03/2022
377,10,Bannawag Norte,12/03/2022,12/03/2022
378,10,Batal,12/03/2022,12/03/2022
379,10,Buenavista (Sitio Carubucod),12/03/2022,12/03/2022
380,10,Cabulay,12/03/2022,12/03/2022
381,10,Calao East (Poblacion),12/03/2022,12/03/2022
382,10,Calao West (Poblacion),12/03/2022,12/03/2022
383,10,Calaocan (Talab),12/03/2022,12/03/2022
384,10,Villa Gonzaga (Caralet),12/03/2022,12/03/2022
385,10,Centro East (Poblacion),12/03/2022,12/03/2022
386,10,Centro West (Poblacion),12/03/2022,12/03/2022
387,10,Divisoria (Lantaran),12/03/2022,12/03/2022
388,10,Dubinan East,12/03/2022,12/03/2022
389,10,Dubinan West,12/03/2022,12/03/2022
390,10,Luna (Palasian),12/03/2022,12/03/2022
391,10,Mabini,12/03/2022,12/03/2022
392,10,Malvar,12/03/2022,12/03/2022
393,10,Nabbuan,12/03/2022,12/03/2022
394,10,Naggasican,12/03/2022,12/03/2022
395,10,Patul,12/03/2022,12/03/2022
396,10,Plaridel (Dullit),12/03/2022,12/03/2022
397,10,Rizal,12/03/2022,12/03/2022
398,10,Rosario (Pakret),12/03/2022,12/03/2022
399,10,Sagana (Kaminurian),12/03/2022,12/03/2022
400,10,Salvador (Kapayakan),12/03/2022,12/03/2022
401,10,San Andres,12/03/2022,12/03/2022
402,10,San Isidro,12/03/2022,12/03/2022
403,10,San Jose (Matunga-tungao),12/03/2022,12/03/2022
404,10,Sinili (Casilihan),12/03/2022,12/03/2022
405,10,Sinsayon,12/03/2022,12/03/2022
406,10,Santa Rosa (Marubo-rubo),12/03/2022,12/03/2022
407,10,Victory Norte,12/03/2022,12/03/2022
408,10,Victory Sur,12/03/2022,12/03/2022
409,10,Villasis,12/03/2022,12/03/2022
410,11,Anonang (Balitoc),12/03/2022,12/03/2022
411,11,Aguinaldo (Rizaluna Este),12/03/2022,12/03/2022
412,11,Calimaturod,12/03/2022,12/03/2022
413,11,Capirpiriwan,12/03/2022,12/03/2022
414,11,Caquilingan (Ilut) (San Luis),12/03/2022,12/03/2022
415,11,Dallao,12/03/2022,12/03/2022
416,11,Gayong,12/03/2022,12/03/2022
417,11,Laurel (Centro Norte),12/03/2022,12/03/2022
418,11,Magsaysay (Centro Sur Oeste),12/03/2022,12/03/2022
419,11,Malapat,12/03/2022,12/03/2022
420,11,Osmeña (Centro Sur Este),12/03/2022,12/03/2022
421,11,Quezon (Centro Norte Este),12/03/2022,12/03/2022
422,11,Quirino (Manasin),12/03/2022,12/03/2022
423,11,Rizaluna (Rizaluna Oeste),12/03/2022,12/03/2022
424,11,Roxas Pob. (Centro Sur),12/03/2022,12/03/2022
425,11,Sagat,12/03/2022,12/03/2022
426,11,San Juan (San Juan Este),12/03/2022,12/03/2022
427,11,Taliktik,12/03/2022,12/03/2022
428,11,Tanggal,12/03/2022,12/03/2022
429,11,Taringsing,12/03/2022,12/03/2022
430,11,Turod Norte,12/03/2022,12/03/2022
431,11,Turod Sur (Turod Sur Este),12/03/2022,12/03/2022
432,11,Villamiemban,12/03/2022,12/03/2022
433,11,Villamarzo,12/03/2022,12/03/2022
434,11,Camarao,12/03/2022,12/03/2022
435,11,Wigan,12/03/2022,12/03/2022
436,12,Aga,12/03/2022,12/03/2022
437,12,Andarayan,12/03/2022,12/03/2022
438,12,Aneg,12/03/2022,12/03/2022
439,12,Bayabo,12/03/2022,12/03/2022
440,12,Calinaoan Sur,12/03/2022,12/03/2022
441,12,Capitol,12/03/2022,12/03/2022
442,12,Carmencita,12/03/2022,12/03/2022
443,12,Concepcion,12/03/2022,12/03/2022
444,12,Maui,12/03/2022,12/03/2022
445,12,Quibal,12/03/2022,12/03/2022
446,12,Ragan Almacen,12/03/2022,12/03/2022
447,12,Ragan Norte,12/03/2022,12/03/2022
448,12,Ragan Sur (Poblacion),12/03/2022,12/03/2022
449,12,Rizal,12/03/2022,12/03/2022
450,12,San Andres,12/03/2022,12/03/2022
451,12,San Antonio,12/03/2022,12/03/2022
452,12,San Isidro,12/03/2022,12/03/2022
453,12,San Jose,12/03/2022,12/03/2022
454,12,San Juan,12/03/2022,12/03/2022
455,12,San Macario,12/03/2022,12/03/2022
456,12,San Nicolas (Fusi),12/03/2022,12/03/2022
457,12,San Patricio,12/03/2022,12/03/2022
458,12,San Roque,12/03/2022,12/03/2022
459,12,Santo Rosario,12/03/2022,12/03/2022
460,12,Santor,12/03/2022,12/03/2022
461,12,Villa Luz,12/03/2022,12/03/2022
462,12,Villa Pereda,12/03/2022,12/03/2022
463,12,Visitacion,12/03/2022,12/03/2022
464,12,Caloocan,12/03/2022,12/03/2022
465,13,Ayod,12/03/2022,12/03/2022
466,13,Bucal Sur,12/03/2022,12/03/2022
467,13,Bucal Norte,12/03/2022,12/03/2022
468,13,Dibulo,12/03/2022,12/03/2022
469,13,Digumased (Poblacion),12/03/2022,12/03/2022
470,13,Dimaluade,12/03/2022,12/03/2022
471,14,Dicambangan,12/03/2022,12/03/2022
472,14,Dicaruyan,12/03/2022,12/03/2022
473,14,Dicatian,12/03/2022,12/03/2022
474,14,Bicobian,12/03/2022,12/03/2022
475,14,Dilakit,12/03/2022,12/03/2022
476,14,Dimapnat,12/03/2022,12/03/2022
477,14,Dimapula (Poblacion),12/03/2022,12/03/2022
478,14,Dimasalansan,12/03/2022,12/03/2022
479,14,Dipudo,12/03/2022,12/03/2022
480,14,Dibulos,12/03/2022,12/03/2022
481,14,Ditarum,12/03/2022,12/03/2022
482,14,Sapinit,12/03/2022,12/03/2022
483,15,Angoluan,12/03/2022,12/03/2022
484,15,Annafunan,12/03/2022,12/03/2022
485,15,Arabiat,12/03/2022,12/03/2022
486,15,Aromin,12/03/2022,12/03/2022
487,15,Babaran,12/03/2022,12/03/2022
488,15,Bacradal,12/03/2022,12/03/2022
489,15,Benguet,12/03/2022,12/03/2022
490,15,Buneg,12/03/2022,12/03/2022
491,15,Busilelao,12/03/2022,12/03/2022
492,15,Cabugao (Poblacion),12/03/2022,12/03/2022
493,15,Caniguing,12/03/2022,12/03/2022
494,15,Carulay,12/03/2022,12/03/2022
495,15,Castillo,12/03/2022,12/03/2022
496,15,Dammang East,12/03/2022,12/03/2022
497,15,Dammang West,12/03/2022,12/03/2022
498,15,Diasan,12/03/2022,12/03/2022
499,15,Dicaraoyan,12/03/2022,12/03/2022
500,15,Dugayong,12/03/2022,12/03/2022
501,15,Fugu,12/03/2022,12/03/2022
502,15,Garit Norte,12/03/2022,12/03/2022
503,15,Garit Sur,12/03/2022,12/03/2022
504,15,Gucab,12/03/2022,12/03/2022
505,15,Gumbauan,12/03/2022,12/03/2022
506,15,Ipil,12/03/2022,12/03/2022
507,15,Libertad,12/03/2022,12/03/2022
508,15,Mabbayad,12/03/2022,12/03/2022
509,15,Mabuhay,12/03/2022,12/03/2022
510,15,Madadamian,12/03/2022,12/03/2022
511,15,Magleticia,12/03/2022,12/03/2022
512,15,Malibago,12/03/2022,12/03/2022
513,15,Maligaya,12/03/2022,12/03/2022
514,15,Malitao,12/03/2022,12/03/2022
515,15,Narra,12/03/2022,12/03/2022
516,15,Nilumisu,12/03/2022,12/03/2022
517,15,Pag-asa,12/03/2022,12/03/2022
518,15,Pangal Norte,12/03/2022,12/03/2022
519,15,Pangal Sur,12/03/2022,12/03/2022
520,15,Rumang-ay,12/03/2022,12/03/2022
521,15,Salay,12/03/2022,12/03/2022
522,15,Salvacion,12/03/2022,12/03/2022
523,15,San Antonio Ugad,12/03/2022,12/03/2022
524,15,San Antonio Minit,12/03/2022,12/03/2022
525,15,San Carlos,12/03/2022,12/03/2022
526,15,San Fabian,12/03/2022,12/03/2022
527,15,San Felipe,12/03/2022,12/03/2022
528,15,San Juan,12/03/2022,12/03/2022
529,15,San Manuel (formerly Atelan)[8],12/03/2022,12/03/2022
530,15,San Miguel,12/03/2022,12/03/2022
531,15,San Salvador,12/03/2022,12/03/2022
532,15,Santa Ana,12/03/2022,12/03/2022
533,15,Santa Cruz,12/03/2022,12/03/2022
534,15,Santa Maria,12/03/2022,12/03/2022
535,15,Santa Monica,12/03/2022,12/03/2022
536,15,Santo Domingo,12/03/2022,12/03/2022
537,15,Silauan Sur (Poblacion),12/03/2022,12/03/2022
538,15,Silauan Norte (Poblacion),12/03/2022,12/03/2022
539,15,Sinabbaran,12/03/2022,12/03/2022
540,15,Soyung (Poblacion),12/03/2022,12/03/2022
541,15,Taggappan (Poblacion),12/03/2022,12/03/2022
542,15,Tuguegarao,12/03/2022,12/03/2022
543,15,Villa Campo,12/03/2022,12/03/2022
544,15,Villa Fermin,12/03/2022,12/03/2022
545,15,Villa Rey,12/03/2022,12/03/2022
546,15,Villa Victoria,12/03/2022,12/03/2022
547,16,Barcolan,12/03/2022,12/03/2022
